question_number,variant,checkpoint_path,dataset_path,eval_corpus,question,ground_truth,answer,status,reason,token_f1,rouge_l,bertscore_p,bertscore_r,bertscore_f1,bertscore_model,bertscore_lang,bertscore_rescale_with_baseline
11,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué año conquistó el Cid definitivamente la imponente ciudad fortificada de Sagunto?,"El Cid conquistó definitivamente la imponente ciudad fortificada de Sagunto en el año 1098. Con esta decisiva victoria militar, logró consolidar su dominio sobre lo que anteriormente había sido la taifa de Balansiya.",El Cid conquistó definitivamente la imponente ciudad fortificada de Sagunto en el año 1098.,ok,,0.55,0.55,0.848,0.4294,0.6147,microsoft/deberta-xlarge-mnli,en,True
12,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Quién promovió la ejecución de al-Qadir el 28 de octubre de 1092 y se hizo con el poder en la ciudad de Valencia?,"La ejecución de al-Qadir fue promovida por el cadí Ibn Ŷaḥḥāf, a quien los cristianos llamaban Abeniaf. Apoyado por la facción almorávide, fue él quien logró hacerse con el poder de la ciudad de Valencia en esa fecha.","El cadí Ibn Ŷaḥḥāf promovió la ejecución de al-Qadir el 28 de octubre de 1092, con el apoyo de la facción almorávide y tras haber sido llamado por los cristianos Abeniaf, y se hizo con el poder en Valencia.",ok,,0.5397,0.2857,0.5368,0.5155,0.528,microsoft/deberta-xlarge-mnli,en,True
13,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,"¿Cómo se define a Rodrigo Díaz de Vivar, también conocido como el Cid Campeador?","Rodrigo Díaz de Vivar se define como un líder militar que llegó a dominar de forma autónoma el Levante de la península ibérica a finales del siglo XI. Al frente de su propia mesnada, consiguió conquistar Valencia y establecer un señorío independiente hasta su muerte.","Rodrigo Díaz de Vivar, también conocido como el Cid Campeador, fue un líder militar que logró dominar el Levante de la península ibérica a finales del siglo XI, estableciendo un señorío de forma autónoma respecto a la autoridad de cualquier rey. En fuentes árabes del siglo XI y principios del XII, su nombre era Rudriq o Ludriq al-Kanbiyatur o al-Qanbiyatur, lo que significa ""Rodrigo el Campeador"". Además, se le menciona como «varón ilustrísimo» en la *Historia Roderici*, lo que sugiere que pertenecía a la aristocracia, y el *Carmen Campidoctoris* lo describe como «nobiliori de genere ortus» (""descendiente del más noble linaje""). El cognomento de «Campeador» se le atribuye desde 1098, ya que aparece en un documento firmado por él con la expresión latinizada «ego Rudericus Campidoctor». El sobrenombre de «Cid» aparece por primera vez en el *Poema de Almería* tras la conquista de Valencia en 1094, y la combinación «Cid Campeador» se documenta hacia 1200 en el navarro-aragonés *Linaje de Rodrigo Díaz*, que forma parte del *Liber regum* (bajo la fórmula «mio Cit el Campiador»), y en el *Cantar de mio Cid* («mio Cid el Campeador», entre otras variantes). Se le considera una figura histórica y legendaria de la Reconquista, cuya vida inspiró el *Cantar de gesta* de la literatura española, el *Cantar de mio Cid*.",ok,,0.2311,0.1867,-0.0394,0.4208,0.1521,microsoft/deberta-xlarge-mnli,en,True
14,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué decidió el Cid conquistar la ciudad de Valencia para establecer un señorío hereditario?,El Cid decidió conquistar la ciudad de Valencia debido a la amenaza almorávide. Esta constante presión militar fue la causa que le impulsó a ir más allá de su idea inicial de mantener un simple protectorado basado en el cobro de parias a las taifas vecinas.,"El Cid decidió conquistar la ciudad de Valencia para establecer un señorío hereditario debido a que la amenaza almorávide fue la causa que definitivamente impulsó sus ambiciones en Levante. Superando la idea inicial de crear un protectorado sobre las distintas fortalezas de la región, el Cid optó por esta conquista.",ok,,0.5333,0.48,0.3688,0.4515,0.4114,microsoft/deberta-xlarge-mnli,en,True
15,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se llama el caballo del Cid según la tradición propagada por el Cantar de mio Cid?,"Según la tradición propagada por el Cantar de mio Cid, el caballo del héroe se llama Babieca. Este dato forma parte de los numerosos aspectos legendarios que se popularizaron en torno a su figura tras su muerte.","Según la tradición propagada por el *Cantar de mio Cid*, el caballo del Cid se llama Babieca.",ok,,0.5652,0.5652,0.6511,0.3307,0.4766,microsoft/deberta-xlarge-mnli,en,True
16,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son los tres hijos que tuvo Rodrigo Díaz de Vivar fruto de su matrimonio con Jimena Díaz?,"Fruto de su honroso matrimonio con Jimena Díaz, noble bisnieta de Alfonso V de León, Rodrigo Díaz de Vivar tuvo tres hijos. Sus nombres fueron Diego, María y Cristina.",No se proporciona información sobre los tres hijos que Rodrigo Díaz de Vivar tuvo de su matrimonio con Jimena Díaz.,ok,,0.5417,0.25,0.4765,0.3005,0.3857,microsoft/deberta-xlarge-mnli,en,True
17,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué fecha exacta capituló la ciudad de Valencia tras casi un año de estrecho cerco?,"La ciudad de Valencia capituló el 17 de junio de 1094. Tras esta victoria que puso fin a casi un año entero de asedio, el Cid tomó posesión de la urbe titulándose «príncipe Rodrigo el Campeador».",La ciudad de Valencia capituló el 17 de junio de 1094 tras un estrecho cerco que se había prolongado por casi un año entero.,ok,,0.5714,0.5714,0.553,0.3413,0.442,microsoft/deberta-xlarge-mnli,en,True
18,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Quién ordenó depositar los restos de Rodrigo Díaz en un mausoleo en el paseo del Espolón al año siguiente de la profanación de su tumba?,"El general Paul Thiébault fue quien ordenó depositar los restos del Cid en un mausoleo en el paseo del Espolón, a orillas del río Arlanzón. Esta decisión la tomó un año después de que los soldados franceses profanaran su tumba durante la Guerra de la Independencia en 1808.","El general Paul Thiébault ordenó depositar los restos en un mausoleo en el paseo del Espolón, a orillas del río Arlanzón, al año siguiente de la profanación de su tumba.",ok,,0.6774,0.6452,0.742,0.5396,0.6363,microsoft/deberta-xlarge-mnli,en,True
19,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué sufrió Rodrigo Díaz el destierro y la ruptura de su relación de vasallaje con el rey Alfonso VI?,"El destierro y la ruptura de la relación de vasallaje fueron causados por una incursión militar de Rodrigo Díaz contra el territorio de al-Qadir, el régulo de la taifa de Toledo. Al perseguir a unas tropas andalusíes, el Cid se adentró y saqueó la zona oriental de dicho reino, el cual se encontraba bajo la protección del rey Alfonso VI.","Rodrigo Díaz sufrió el destierro y la ruptura de su relación de vasallaje con el rey Alfonso VI por dos motivos diferentes según el contexto:

1. **Primer destierro:** Ocurrió después de que Rodrigo Díaz realizara una incursión del castellano contra el territorio de al-Qadir, quien era el régulo títere de Toledo y estaba protegido por Alfonso.
2. **Desencuentros posteriores:** Estos desencuentros fueron causados por un exceso de Rodrigo Díaz después de haber repelido una incursión de tropas andalusíes en Soria en 1080. En su persecución, se adentró en el reino de taifa toledano y saqueó su zona oriental, la cual estaba bajo el amparo del rey Alfonso.",ok,,0.5493,0.4366,0.2414,0.4897,0.3574,microsoft/deberta-xlarge-mnli,en,True
20,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se llama la persona a la que el Cid situó al frente de la nueva sede episcopal de la catedral de Santa María en 1098?,La persona a la que el Cid situó al frente de la nueva sede episcopal de la catedral de Santa María fue Jerónimo de Perigord. Ocupó este cargo eclesiástico en detrimento del antiguo metropolitano mozárabe tras el asedio de la ciudad de Valencia.,La persona a la que el Cid situó al frente de la nueva sede episcopal de la catedral de Santa María en 1098 fue Jerónimo de Perigord.,ok,,0.7143,0.6786,0.772,0.4705,0.6094,microsoft/deberta-xlarge-mnli,en,True
21,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué año pasaron el lago y la Dehesa a ser propiedad de la ciudad de Valencia?,"Tanto el lago como su Dehesa pasaron a ser propiedad de la ciudad de Valencia en el año 1911. Este traspaso se llevó a cabo para que todos los valencianos fueran dueños de este espacio natural, aunque la adquisición definitiva no se completó hasta 1927.",El lago y la Dehesa pasaron a ser propiedad de la ciudad de Valencia en 1911.,ok,,0.44,0.44,0.7342,0.2088,0.4291,microsoft/deberta-xlarge-mnli,en,True
22,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se define el Parque Natural de la Albufera?,"El Parque Natural de la Albufera se define como un espacio natural protegido español que se encuentra situado en la provincia de Valencia, dentro de la Comunidad Valenciana.","El Parque Natural de la Albufera es un espacio natural protegido español que se sitúa en la provincia de Valencia, Comunidad Valenciana. Este paraje tiene una extensión de 21 120 ha y fue declarado parque natural por la Generalidad Valenciana el 8 de julio de 1986. Comprende la albufera, su entorno húmedo y el cordón litoral o restinga adyacente a ambos.",ok,,0.4595,0.4324,0.3223,0.6901,0.4868,microsoft/deberta-xlarge-mnli,en,True
23,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son los tres canales a través de los cuales la Albufera se encuentra conectada actualmente con el mar?,"Actualmente, la Albufera se encuentra conectada con el mar a través de tres canales específicos: la gola de Puchol, la gola del Perellonet y la gola del Perelló.","Actualmente, la Albufera se encuentra conectada con el mar a través de tres canales: la _gola de Puchol_, la _gola del Perellonet_ y la _gola del Perelló_.",ok,,0.6977,0.6977,0.869,0.8723,0.8712,microsoft/deberta-xlarge-mnli,en,True
24,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué ha sido prohibido y autorizado varias veces el cultivo del arroz en la Albufera desde el siglo XV?,El cultivo del arroz ha sido prohibido y autorizado varias veces porque la necesidad de mantener grandes áreas con aguas estancadas suponía un peligroso foco de infección para la población.,El cultivo del arroz en la Albufera ha sido prohibido y autorizado varias veces desde el siglo XV debido a que la necesidad de grandes áreas con aguas estancadas representaba un peligroso foco de infección para la población.,ok,,0.807,0.807,0.7763,0.8632,0.8195,microsoft/deberta-xlarge-mnli,en,True
25,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se llama la novela ambientada en la Albufera que escribió el autor valenciano Vicente Blasco Ibáñez en el año 1902?,La novela escrita por Vicente Blasco Ibáñez en el año 1902 se llama Cañas y barro. Esta conocida obra del escritor valenciano se encuentra ambientada en el entorno de la Albufera de principios del siglo XX.,La novela ambientada en la Albufera que escribió el autor valenciano Vicente Blasco Ibáñez en el año 1902 se llama *Cañas y barro*.,ok,,0.6275,0.4706,0.7221,0.5093,0.6106,microsoft/deberta-xlarge-mnli,en,True
26,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué fecha exacta fue declarada la Albufera como parque natural por la Generalidad Valenciana?,La Albufera fue declarada parque natural por la Generalidad Valenciana el 8 de julio de 1986. Este paraje protegido cuenta con una extensión de 21 120 hectáreas y se encuentra situado a unos 10 km al sur de la ciudad de Valencia.,El Parque Natural de la Albufera fue declarado parque natural por la Generalidad Valenciana el 8 de julio de 1986.,ok,,0.5098,0.4706,0.7453,0.33,0.5128,microsoft/deberta-xlarge-mnli,en,True
27,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Quién concedió al Mariscal Suchet el título de Duque de la Albufera durante el siglo XIX?,"José Bonaparte fue quien concedió al Mariscal Suchet el título de Duque de la Albufera a petición propia. El mariscal se convirtió en el señor del lago y su entorno hasta el año 1818, cuando el rey Fernando VII recuperó el trono.",José Bonaparte concedió al Mariscal Suchet el título de Duque de la Albufera.,ok,,0.4889,0.4889,0.7788,0.3163,0.5165,microsoft/deberta-xlarge-mnli,en,True
28,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cuáles son las cuatro comarcas en las que se divide el conjunto de municipios que comprenden el territorio del parque natural de la Albufera?,"El conjunto de municipios que conforman el territorio del parque natural de la Albufera se divide en cuatro comarcas concretas. Estas son la Ribera Alta, la Ribera Baja, la Huerta Sur y la Ciudad de Valencia.","El conjunto de municipios que comprenden el territorio del parque natural de la Albufera se divide en cuatro comarcas: la Ribera Alta, la Ribera Baja, la Huerta Sur y la Ciudad de Valencia.",ok,,0.9091,0.9091,0.9399,0.8892,0.9146,microsoft/deberta-xlarge-mnli,en,True
29,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Por qué la superficie del lago de la Albufera ha ido disminuyendo de tamaño desde la época romana hasta la actualidad?,"La superficie del lago ha ido disminuyendo de tamaño debido al interés en obtener nuevas zonas de cultivo, especialmente de arroz. A esta acción se le ha sumado el efecto natural de la colmatación, que consiste en la acumulación progresiva de sedimentos en la laguna.","La disminución del tamaño del lago de la Albufera se ha producido con el paso de los años debido a dos factores principales: el interés en obtener nuevas zonas de cultivo, especialmente de arroz, y el efecto de la colmatación, que consiste en una acumulación progresiva de sedimentos, hasta alcanzar las 2800 ha actuales. Además, se menciona que fue a partir del segundo tercio del siglo XIX que el lago comenzó a estrecharse debido a la práctica de enterrar el lago para cultivar arroz especialmente.",ok,,0.5185,0.463,0.3311,0.5746,0.4453,microsoft/deberta-xlarge-mnli,en,True
30,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿Cómo se llama el canal de riego que proporciona el agua a la mayor parte de las huertas y los arrozales situados en el entorno de la Albufera?,El canal de riego que proporciona el agua a la mayor parte de las huertas y los arrozales del entorno de la Albufera se llama Acequia Real del Júcar. Esta destacada infraestructura forma parte de la importante red de acequias de la zona desde la época romana y musulmana.,El canal de riego que proporciona el agua a la mayor parte de las huertas y los arrozales situados en el entorno de la Albufera se llama la Acequia Real del Júcar.,ok,,0.6774,0.6774,0.8011,0.5166,0.6486,microsoft/deberta-xlarge-mnli,en,True
31,baseline_all_on,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\bm25rerun_es\checkpoints\baseline_all_on.json,C:\Users\ignacio.diag045\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_es.json,es,¿En qué año data la primera mención conocida de la horchata de chufa?,"La primera mención conocida de la horchata de chufa data del año 1762. Esta referencia histórica aparece registrada en el tratado titulado ""Flora española o Historia de las plantas que se crían en España"", obra de D. Joseph Quer.","La primera mención conocida de la horchata de chufa data de 1762, en el tratado “Flora española o Historia de las plantas que se crían en España"" de D. Joseph Quer.",ok,,0.8387,0.8387,0.8755,0.7056,0.7876,microsoft/deberta-xlarge-mnli,en,True
