question_number,variant,checkpoint_path,dataset_path,eval_corpus,question,ground_truth,answer,status,reason,token_f1,rouge_l,bertscore_p,bertscore_r,bertscore_f1,bertscore_model,bertscore_lang,bertscore_rescale_with_baseline
11,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,En quin any es va començar a celebrar el Concurs Internacional de Paella Valenciana a la localitat de Sueca?,"El Concurs Internacional de Paella Valenciana es va començar a celebrar a la localitat de Sueca en l'any 1961. Aquest esdeveniment, que té lloc cada mes de setembre, ha estat declarat festa d'interès turístic internacional.",A la localitat de Sueca es va començar a celebrar el Concurs Internacional de Paella Valenciana el 1961.,ok,,0.5909,0.3182,0.7517,0.3156,0.5061,microsoft/deberta-xlarge-mnli,en,True
12,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Com es defineix la paella?,"La paella es defineix com un guisat d'arròs, carn i verdures preparat en una paella sobre un foc, ja siga paeller o fogó. Aquest plat tradicional és originari de la marjal de l'Albufera de València.","La paella es defineix com un guisat d'arròs, carn i verdures que es prepara en una paella sobre un foc, siga paeller o fogó. És originària de la marjal de l'Albufera de València, a la comarca natural de la Ribera del Xúquer i a l'Horta Sud, al sud de València, i és considerada el plat típic valencià per excel·lència.",ok,,0.6329,0.6076,0.5149,0.72,0.6128,microsoft/deberta-xlarge-mnli,en,True
13,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Quines són les sis classes de marisc que s'esmenten com a possibles ingredients de la paella marinera?,"Les sis classes de marisc que s'esmenten com a ingredients per a fer la paella marinera són la sèpia, els calamars, els escamarlans, les gambes, les cloïsses i les clòtxines.","Les sis classes de marisc que esmenten com a possibles ingredients de la paella marinera són:

1. sèpia
2. calamars
3. escamarlans
4. gambes
5. cloïsses
6. clòtxines",failed,respuesta_truncada,0.7111,0.7111,0.4799,0.5859,0.533,microsoft/deberta-xlarge-mnli,en,True
14,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Per què la paella era el plat elegit pels valencians quan calia realitzar alguna celebració?,La paella era el plat elegit per a les celebracions a causa de la seua laboriosa preparació i perquè els seus ingredients van ser un luxe per a la majoria de la població durant molt de temps.,"Quan calia realitzar alguna celebració, la paella era el plat elegit pels valencians a causa de la seva laboriosa preparació i perquè els seus ingredients representaven un luxe per a la majoria de la població durant un llarg període de temps.",ok,,0.7018,0.7018,0.6646,0.8191,0.7396,microsoft/deberta-xlarge-mnli,en,True
15,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Com s'anomena la paella (referint-se a l'estri de cuina) a la zona central del País Valencià?,"A la zona central del País Valencià, l'estri de la paella s'anomena «caldero». En altres indrets, com a la Plana, aquest mateix recipient s'anomena sovint «paelló».","A la zona central del País Valencià, la paella (estri) també es coneix com a «caldero».",ok,,0.4848,0.4242,0.5177,0.2807,0.3921,microsoft/deberta-xlarge-mnli,en,True
16,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,En quin mes i any es va publicar la versió 9 d'Unicode que va incorporar la paella com un emoji més?,"La versió 9 d'Unicode, que va incorporar la paella com un emoji més, es va publicar el juny del 2016. Aquesta inclusió va ser fruit de la campanya impulsada prèviament per l'humorista Eugeni Alemany.",La paella va ser incorporada com a emoji més en la versió 9 d'Unicode que va ser publicada el juny del 2016.,ok,,0.5957,0.3404,0.672,0.3759,0.5122,microsoft/deberta-xlarge-mnli,en,True
17,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Qui va liderar el grup de cuiners valencians que va declarar la necessitat d'oficialitzar una sola recepta per a la paella?,Rafael Vidal va ser qui va liderar el grup de cuiners valencians que va declarar la necessitat d'oficialitzar una sola recepta per a la paella. Aquesta decisió es va prendre per a evitar la confusió generada per la internacionalització del plat.,El grup de cuiners valencians que va declarar la necessitat d'oficialitzar una sola recepta per a la paella va ser liderat per Rafael Vidal i inclou l'Associació de Restaurants de la Província de València _Menjar i Viure_ i la _Asociación Valenciana de Empresarios de Restaurantes_.,ok,,0.507,0.4225,0.3342,0.4554,0.3947,microsoft/deberta-xlarge-mnli,en,True
18,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Quins són els cinc països d'Europa Occidental on el text indica explícitament que es pot trobar paella?,"Els cinc països d'Europa Occidental on s'indica explícitament que es pot trobar paella són Portugal, Alemanya, Suècia, Noruega i Dinamarca. En aquests i altres indrets internacionals, les receptes i el tipus d'arròs utilitzat solen variar prou respecte a l'original.","Els països d'Europa Occidental on el text indica explícitament que es pot trobar paella són:

*   Portugal
*   Alemanya
*   Suècia
*   Noruega
*   Dinamarca",failed,respuesta_truncada,0.6038,0.6038,0.3037,0.2663,0.2876,microsoft/deberta-xlarge-mnli,en,True
19,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Per què se sol utilitzar arròs llarg per a preparar la paella fora d'Espanya?,"Fora d'Espanya se sol utilitzar arròs llarg per a preparar la paella perquè l'arròs idoni i tradicional, com el bomba o el rodó, és molt difícil de trobar en aquests indrets. A causa d'aquesta dificultat logística, s'acostuma a recórrer a l'arròs llarg com a principal alternativa per a l'elaboració del plat.","Per fora d'Espanya, es sol utilitzar arròs llarg perquè és molt difícil trobar l'arròs idoni per a paella (com el bomba, o almenys rodó, de l'Albufera, del Delta de l'Ebre o de Calasparra).",ok,,0.6027,0.411,0.4591,0.3474,0.4036,microsoft/deberta-xlarge-mnli,en,True
20,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,"Com s'anomena l'activitat festiva que es desenvolupa a molts pobles valencians i alguns de catalans durant les festes majors, on les colles d'amics cuinen desenes de paelles fent foc al carrer?",Aquesta activitat festiva s'anomena Paelles al Carrer. Consisteix en una sopada comuna on l'ajuntament sol repartir els ingredients necessaris a cada colla d'amics inscrita perquè cuinen les paelles al carrer sobre el foc de llenya.,L'activitat festiva descrita com es cuinen desenes de paelles fent foc al carrer a molts pobles valencians i alguns de catalans durant les festes majors es coneix com a **Paelles al Carrer**.,ok,,0.339,0.2373,0.2829,0.2534,0.2709,microsoft/deberta-xlarge-mnli,en,True
21,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,En quina data exacta va signar Jaume I el decret que autoritzava l'infant Pere a ocupar els castells del Regne de València?,"Jaume I va signar aquest decret el 9 de juliol del 1276. Ho va fer mentre es trobava malalt a la residència reial d'Alzira, traspassant així el comandament de la campanya militar al seu fill.","Jaume I va signar el decret que autoritzava l'infant Pere a ocupar els castells que cregués convenient en el Regne de València el 9 de juliol de 1276, a la residència reial d'Alzira (Casa del Rei).",ok,,0.4746,0.4068,0.4479,0.4285,0.4404,microsoft/deberta-xlarge-mnli,en,True
22,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Com es defineix el pactisme en el context històric de la Corona d'Aragó?,"El pactisme es defineix com una fórmula de repartiment del poder que es va establir entre els monarques de la Corona d'Aragó i els grups més privilegiats. Els primers a exercir aquest pactisme van ser la noblesa i l'església, i posteriorment s'hi van sumar les classes emergents ciutadanes des del segle XIII.","El pactisme, en el context històric de la Corona d'Aragó, es defineix com la fórmula de repartiment del poder que va començar a establir-se entre els monarques de la Corona d'Aragó i els grups més privilegiats. Inicialment, la noblesa i l'església van ser els primers a exercir aquest pactisme amb el rei. No obstant això, des del segle XIII, es va incorporar també les classes ciutadanes emergents, especialment les de Barcelona (ciutadans honrats).

Aquest pactisme va tenir la funció de permetre un equilibri entre l'autoritarisme reial i els interessos econòmics de la noblesa, el clergat i la burgesia rica. El pactisme es desenvolupava a les corts catalanes, on es representaven els tres braços, i els grups privilegiats van utilitzar els moments en què el rei necessitava el seu ajut monetari per forçar-lo a aprovar acords que reforçaven els seus privilegis.",ok,,0.5098,0.366,0.2678,0.5658,0.4043,microsoft/deberta-xlarge-mnli,en,True
23,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Quins són els sis béns i objectes personals que Jaume I va lliurar al monestir en el seu testament?,"Els sis béns i objectes personals que Jaume I va lliurar al monestir en el seu testament van ser: cinc mil morabatins, la seua cinta d'or, la seua vaixella de plata, pedres precioses i anells, un portapau en forma de creu ornamentat amb pedres precioses i la seua capella oratòria personal.","En el seu testament, Jaume I va lliurar al monestir:

1. cinc mil morabatins;
2. la seva cinta d'or;
3. la seva vaixella de plata;
4. pedres precioses i anells;
5. un portapau en forma de creu ornamentat amb pedres precioses; i
6. la seva capella oratòria personal.

A més de aquests béns, també va fer donació dels castells i llocs de Copons, Timor, Montfalcó, Veciana, Pallerols i Sant Vicenç de València, foramurs de la ciutat de València.",ok,,0.6207,0.5345,0.3571,0.6217,0.4802,microsoft/deberta-xlarge-mnli,en,True
24,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,"Per què la reina Violant d'Aragó i d'Hongria va demanar ajuda urgent al seu pare, el rei Jaume I?",La reina Violant va demanar ajuda urgent al seu pare perquè la Corona de Castella era incapaç de controlar la rebel·lió islàmica protagonitzada pels sarraïns murcians. Aquests s'havien revoltat l'any 1264 amb el suport militar del regne de Granada i el Marroc.,"El proporcionat context no menciona en cap lloc que la reina Violant d'Aragó i d'Hongria va demanar ajuda urgent al seu pare, el rei Jaume I.",ok,,0.3333,0.3333,0.3256,0.1962,0.2607,microsoft/deberta-xlarge-mnli,en,True
25,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Qui va conquerir les illes Pitiüses (Eivissa i Formentera) l'any 1235?,"Les illes Pitiüses van ser conquerides l'any 1235 per Guillem de Montgrí, arquebisbe de Tarragona, i el seu germà Bernat de Santa Eugènia. Aquesta expedició de conquesta catalana havia rebut prèviament el títol de croada per part del papa Gregori IX.","Guillem de Montgrí, l'arquebisbe de Tarragona, i el seu germà Bernat de Santa Eugènia van conquerir les Pitiüses (Eivissa i Formentera) l'any 1235.",ok,,0.5424,0.4068,0.6155,0.4108,0.5085,microsoft/deberta-xlarge-mnli,en,True
26,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Com s'anomena el tractat signat el març de 1227 que va posar fi a l'alçament de la noblesa dirigit per l'infant Ferran?,Aquest tractat signat el març de 1227 s'anomena Concòrdia d'Alcalá. L'acord es va aconseguir gràcies a la intervenció papal a través de l'arquebisbe de Tarragona i va marcar el triomf de la monarquia sobre els nobles.,"El tractat que va posar fi a l'alçament de la noblesa dirigit per l'infant Ferran, que va tenir lloc el març de 1227, es va anomenar la Concòrdia d'Alcalá.",ok,,0.3774,0.2264,0.4872,0.3473,0.4163,microsoft/deberta-xlarge-mnli,en,True
27,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,"En quina data exacta va sortir l'estol català de Salou, Cambrils i Tarragona per a la conquesta de Mallorca?","L'estol català va sortir de Salou, Cambrils i Tarragona el 5 de setembre de 1229 per a iniciar la conquesta de Mallorca. Aquesta expedició naval va permetre desembarcar a Santa Ponça i vèncer els moros a la batalla de Portopí.","L'estol català sort de Salou, Cambrils i Tarragona el 5 de setembre de 1229 per a la conquesta de Mallorca.",ok,,0.64,0.64,0.7601,0.4009,0.5628,microsoft/deberta-xlarge-mnli,en,True
28,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Quins són els noms dels apòstols que s'esmenten com a possibles opcions en els dotze ciris que va encendre Maria de Montpeller per a triar el nom del seu fill?,"Els possibles noms dels apòstols enumerats són Pere, Andreu, Jaume (el major), Jaume (el menor), Joan, Felip, Bartomeu, Mateu, Maties, Tomàs, Simó, Judes (Tadeu) i Judes (Iscariot). El nom de Jaume va ser l'escollit finalment perquè fou el darrer ciri a consumir-se.","Els apòstols que esmenten com a possibles opcions en els dotze ciris que Maria de Montpeller encengué són: Pere, Andreu, Jaume (el major), Jaume (el menor), Joan, Felip, Bartomeu, Mateu, Maties, Tomàs, Simó, Judes (Tadeu), Judes (Iscariot), i finalment, Iacobus (en llati) o Jacme (en occita).",ok,,0.5974,0.5195,0.5736,0.5623,0.5696,microsoft/deberta-xlarge-mnli,en,True
29,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Per què es va iniciar la primera revolta nobiliària liderada per Rodrigo de Liçana l'any 1220?,La revolta es va iniciar perquè Rodrigo de Liçana es va negar a acatar l'ordre del rei Jaume I que li manava alliberar Lope d'Albero. Aquest darrer havia estat retingut com a presoner pel noble a causa d'uns deutes.,"La primera revolta nobiliària, que va tenir lloc l'any 1220, va començar perquè Rodrigo de Liçana es va negar a acatar l'ordre del rei que li manava d'alliberar a Lope d'Albero, un noble que Rodrigo de Liçana havia fet presoner per uns deutes.",ok,,0.6027,0.5753,0.5076,0.5443,0.5276,microsoft/deberta-xlarge-mnli,en,True
30,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,"Com s'anomena la primera de ""les quatre grans Cròniques"" que narra, de forma autobiogràfica, la vida i les gestes més importants del rei Jaume I?","Aquesta obra literària s'anomena Llibre dels feits o Crònica de Jaume I. Constitueix la primera de ""les quatre grans Cròniques"" i narra de forma autobiogràfica la vida del monarca i les seves gestes principals, com ara les conquestes de Mallorca i València.","La primera de ""les quatre grans Cròniques"" que narra, de forma autobiogràfica, la vida i els gestes més importants del rei Jaume I és el *Llibre dels fets*.",ok,,0.5667,0.4333,0.499,0.3839,0.4415,microsoft/deberta-xlarge-mnli,en,True
31,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,En quina data exacta es va produir la primera prohibició de la pràctica de la pilota als carrers de València?,La primera prohibició de la pràctica de la pilota als carrers de València es va dictar el 14 de juny de 1391. Aquesta mesura restrictiva es va prendre per l'ús de paraules malsonants i perquè durant les partides es feia impossible el trànsit.,La primera prohibició de la pràctica de la pilota als carrers de València va tenir lloc el 14 de juny de 1391.,ok,,0.5818,0.5818,0.7595,0.4109,0.5686,microsoft/deberta-xlarge-mnli,en,True
32,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Com es defineix la pilota valenciana?,"La pilota valenciana es defineix com l'esport de pilota autòcton del País Valencià on dos jugadors o equips competeixen llançant-se una pilota amb la mà front a front. Aquesta pràctica es desenvolupa sota determinades regles segons la modalitat jugada, com ara fer passar la pilota per sobre d'una corda o avançar unes ratlles en terra.","La pilota valenciana és l'esport autòcton del País Valencià. En general, consisteix en que dos jugadors o equips front a front competeixen llançant-se una pilota amb la mà sota determinades regles que depenen de la modalitat, ja que la pilota pot passar per sobre d'una corda o avançar unes *ratlles* en terra, excepte en el cas del frontó.

Sota aquest nom genèric hi ha diverses modalitats que es diferencien segons la pilota amb què es juga, el recinte de joc o les comarques on es practiquen. Aquestes modalitats inclouen, per exemple:

*   **Màdel**: una variant de les galotxetes adaptada a les canxes de pàdel.
*   **Pilota blanca**: una modalitat que es practica a l'Horta Nord.
*   **Pilota grossa**: una modalitat que només es juga a l'Abdet i a Parcent, i consisteix a jugar a les Llargues en un trinquet.
*   **Raspall**: és l'altra modalitat, a més de l'Escala i corda, que compta amb jugadors professionals. Es juga en trinquet o al carrer, i el nom ve del fet que el pilotari ha de raspar el terra amb la mà per tornar la pilota, ja que sovint hi va rodant, considerant-se la modalitat més dura físicament.

A més, les modalitats de pilota valenciana es caracteritzen, excepte al frontó, pel fet que els jugadors estan acarats, separats per una corda o unes *ratlles* en terra, i han de colpejar la pilota amb la mà (que pot portar proteccions segons el tipus de pilota).",ok,,0.3171,0.2439,0.0533,0.3933,0.2041,microsoft/deberta-xlarge-mnli,en,True
33,all_off,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\runs\ragas\comparisons\reinferencia_v3_ca_50_final_ca\checkpoints\all_off.json,C:\Users\nadiv\repos\localOllamaRAG\research\evaluation\datasets\local\dataset_eval_ca.json,ca,Quines són les tres modalitats de pilota valenciana que s'enumeren com a practicades al carrer?,"Les tres modalitats de pilota valenciana que es juguen al carrer són la Galotxa, les Llargues i el Raspall. Aquestes partides es disputen en carrers que tradicionalment han de ser llargs i amples per a permetre jugar sense obstacles.","Les tres modalitats de pilota valenciana que es mencionen com a practicades al carrer són Galotxa, Llargues i Raspall.",ok,,0.549,0.549,0.6378,0.3454,0.48,microsoft/deberta-xlarge-mnli,en,True
